Gene	CTRL.A.4.1.1.A8	CTRL.A.4.3.1.A10	CTRL.A.5.1.1.B11	CTRL.A.5.2.1.B12	CTRL.A.5.2.1.H10	CTRL.A.5.2.1.H9	CTRL.A.5.3.1.C1	CTRL.A.6.1.1.C9	CTRL.A.6.2.1.C10	CTRL.A.6.3.1.C11	CTRL.A.7.1.1.E3	CTRL.A.7.2.1.E4	CTRL.A.8.1.1.F11	ALE.A.7.17.1.F7	ALE.A.7.18.1.F8	ALE.A.8.13.1.G10	CTRL.A.4.1.1.A8.Norm	CTRL.A.4.3.1.A10.Norm	CTRL.A.5.1.1.B11.Norm	CTRL.A.5.2.1.B12.Norm	CTRL.A.5.2.1.H10.Norm	CTRL.A.5.2.1.H9.Norm	CTRL.A.5.3.1.C1.Norm	CTRL.A.6.1.1.C9.Norm	CTRL.A.6.2.1.C10.Norm	CTRL.A.6.3.1.C11.Norm	CTRL.A.7.1.1.E3.Norm	CTRL.A.7.2.1.E4.Norm	CTRL.A.8.1.1.F11.Norm	ALE.A.7.17.1.F7.Norm	ALE.A.7.18.1.F8.Norm	ALE.A.8.13.1.G10.Norm
BOLA3-AS1	10	8	9	11	4	8	4	9	3	10	8	8	8	12	6	3	6.78538209254245	5.91545333283163	6.42137710403874	8.7749723409906	3.80650593062464	5.71874568865788	6.15185206607086	6.70376142224804	2.47663207354444	5.28194855531002	7.1366482740786	7.36208254472963	5.53885987338825	14.8804173087638	8.09453912622631	2.23318022803325
BOP1	3	6	0	3	4	1	1	1	3	5	2	2	1	2	0	0	2.03561462776274	4.43658999962372	0	2.39317427481562	3.80650593062464	0.714843211082234	1.53796301651771	0.744862380249782	2.47663207354444	2.64097427765501	1.78416206851965	1.84052063618241	0.692357484173531	2.48006955146063	0	0
BORA	2	2	3	2	1	0	1	5	5	0	2	5	1	0	0	3	1.35707641850849	1.47886333320791	2.14045903467958	1.59544951654375	0.951626482656161	0	1.53796301651771	3.72431190124891	4.12772012257407	0	1.78416206851965	4.60130159045602	0.692357484173531	0	0	2.23318022803325
BPGM	245	198	207	213	168	285	84	178	151	281	158	180	212	96	122	254	166.24186126729	146.407469987583	147.691673392891	169.915373511909	159.873249086235	203.730315158437	129.188893387488	132.585503684461	124.657147701737	148.422754404211	140.948803413052	165.646857256417	146.779786644789	119.04333847011	164.588962233268	189.075925973482
BPHL	16	6	6	5	4	2	2	6	3	7	8	12	4	1	8	5	10.8566113480679	4.43658999962372	4.28091806935916	3.98862379135937	3.80650593062464	1.42968642216447	3.07592603303543	4.46917428149869	2.47663207354444	3.69736398871701	7.1366482740786	11.0431238170944	2.76942993669413	1.24003477573031	10.7927188349684	3.72196704672209
BPNT1	30	39	43	28	37	48	13	37	30	54	32	29	43	22	20	31	20.3561462776274	28.8378349975542	30.6799128304073	22.3362932316124	35.210179858278	34.3124741319473	19.9935192147303	27.5599080692419	24.7663207354444	28.5225221986741	28.5465930963144	26.6875492246449	29.7713718194618	27.2807650660669	26.981797087421	23.0761956896769
BPTF	78	56	67	41	35	57	26	61	45	95	46	54	43	26	33	42	52.9259803218311	41.4081733298214	47.8035851078439	32.7067150891468	33.3069268929656	40.7460630316874	39.9870384294606	45.4366051952367	37.1494811031666	50.1785112754452	41.035727575952	49.694057176925	29.7713718194618	32.2409041689882	44.5199651942447	31.2645231924655
BRAF	2	2	3	2	5	2	0	2	2	5	2	2	0	0	2	2	1.35707641850849	1.47886333320791	2.14045903467958	1.59544951654375	4.75813241328081	1.42968642216447	0	1.48972476049956	1.65108804902963	2.64097427765501	1.78416206851965	1.84052063618241	0	0	2.6981797087421	1.48878681868884
BRAP	6	11	5	11	13	10	3	19	8	8	5	2	13	5	4	9	4.07122925552547	8.13374833264349	3.56743172446596	8.7749723409906	12.3711442745301	7.14843211082234	4.61388904955314	14.1523852247459	6.60435219611851	4.22555884424801	4.46040517129913	1.84052063618241	9.00064729425591	6.20017387865157	5.3963594174842	6.69954068409976
BRAT1	3	3	3	4	7	6	1	2	5	1	4	2	3	3	2	3	2.03561462776274	2.21829499981186	2.14045903467958	3.19089903308749	6.66138537859313	4.28905926649341	1.53796301651771	1.48972476049956	4.12772012257407	0.528194855531002	3.5683241370393	1.84052063618241	2.07707245252059	3.72010432719094	2.6981797087421	2.23318022803325
BRCA1	15	11	13	22	4	4	12	11	9	18	9	10	14	7	3	15	10.1780731388137	8.13374833264349	9.27532248361151	17.5499446819812	3.80650593062464	2.85937284432894	18.4555561982126	8.19348618274761	7.42989622063333	9.50750739955803	8.02872930833843	9.20260318091203	9.69300477842944	8.6802434301122	4.04726956311315	11.1659011401663
BRCA2	5	3	3	3	2	3	1	1	4	5	1	2	3	1	3	1	3.39269104627123	2.21829499981186	2.14045903467958	2.39317427481562	1.90325296531232	2.1445296332467	1.53796301651771	0.744862380249782	3.30217609805926	2.64097427765501	0.892081034259825	1.84052063618241	2.07707245252059	1.24003477573031	4.04726956311315	0.744393409344418
BRCC3	53	57	45	46	34	40	20	42	42	74	54	34	53	27	21	48	35.962525090475	42.1476049964254	32.1068855201937	36.6953388805062	32.3553004103095	28.5937284432894	30.7592603303543	31.2842199704909	34.6728490296222	39.0864193092941	48.1723758500306	31.2888508151009	36.6949466611972	33.4809389447185	28.3308869417921	35.730883648532
BRD1	9	8	9	14	7	10	5	5	5	10	14	6	10	3	4	5	6.10684388328821	5.91545333283163	6.42137710403874	11.1681466158062	6.66138537859313	7.14843211082234	7.68981508258857	3.72431190124891	4.12772012257407	5.28194855531002	12.4891344796376	5.52156190854722	6.92357484173531	3.72010432719094	5.3963594174842	3.72196704672209
BRD2	36	31	26	23	21	28	26	26	32	34	26	21	23	17	12	25	24.4273755331528	22.9223816647226	18.550644967223	18.3476694402531	19.9841561357794	20.0156099103026	39.9870384294606	19.3664218864943	26.417408784474	17.9586250880541	23.1941068907555	19.3254666799153	15.9242221359912	21.0805911874153	16.1890782524526	18.6098352336104
BRD3	19	18	16	11	16	11	12	20	17	27	13	12	11	5	7	13	12.8922259758307	13.3097699988712	11.4157815182911	8.7749723409906	15.2260237224986	7.86327532190458	18.4555561982126	14.8972476049956	14.0342484167518	14.261261099337	11.5970534453777	11.0431238170944	7.61593232590885	6.20017387865157	9.44362898059736	9.67711432147743
BRD4	22	17	15	12	12	19	12	17	12	30	19	13	14	10	10	11	14.9278406035934	12.5703383322672	10.7022951733979	9.57269709926248	11.4195177918739	13.5820210105625	18.4555561982126	12.6626604642463	9.90652829417777	15.8458456659301	16.9495396509367	11.9633841351856	9.69300477842944	12.4003477573031	13.4908985437105	8.18832750278859
BRD7	36	38	18	29	19	30	11	18	27	34	16	27	24	19	22	28	24.4273755331528	28.0984033309502	12.8427542080775	23.1340179898843	18.0809031704671	21.445296332467	16.9175931816949	13.4075228444961	22.2896886619	17.9586250880541	14.2732965481572	24.8470285884625	16.6165796201648	23.560660738876	29.6799767961631	20.8430154616437
BRD8	81	73	84	59	52	66	40	75	65	99	33	48	73	38	50	42	54.9615949495939	53.9785116620886	59.9328529710282	47.0657607380405	49.4845770981204	47.1796519314275	61.5185206607086	55.8646785187337	53.6603615934629	52.2912906975692	29.4386741305742	44.1724952683778	50.5420963446678	47.1213214777519	67.4544927185526	31.2645231924655
BRD9	5	4	4	0	2	2	0	1	2	6	1	0	0	0	1	3	3.39269104627123	2.95772666641581	2.85394537957277	0	1.90325296531232	1.42968642216447	0	0.744862380249782	1.65108804902963	3.16916913318601	0.892081034259825	0	0	0	1.34908985437105	2.23318022803325
BRDT	4	0	0	0	0	0	2	2	1	1	3	0	0	0	0	0	2.71415283701698	0	0	0	0	0	3.07592603303543	1.48972476049956	0.825544024514814	0.528194855531002	2.67624310277948	0	0	0	0	0
BRE	61	72	70	65	66	82	31	80	59	113	46	58	82	48	62	77	41.390830764509	53.2390799954847	49.9440441425235	51.8521092876718	62.8073478553066	58.6171433087432	47.6768535120492	59.5889904199826	48.707097446374	59.6860186750032	41.035727575952	53.3750984492898	56.7733137022296	59.5216692350551	83.6435709710052	57.3182925195202
BREA2	3	1	1	0	1	1	1	1	2	5	2	2	1	0	1	2	2.03561462776274	0.739431666603954	0.713486344893193	0	0.951626482656161	0.714843211082234	1.53796301651771	0.744862380249782	1.65108804902963	2.64097427765501	1.78416206851965	1.84052063618241	0.692357484173531	0	1.34908985437105	1.48878681868884
BRF1	4	1	0	2	2	1	1	1	2	3	1	3	0	1	2	1	2.71415283701698	0.739431666603954	0	1.59544951654375	1.90325296531232	0.714843211082234	1.53796301651771	0.744862380249782	1.65108804902963	1.58458456659301	0.892081034259825	2.76078095427361	0	1.24003477573031	2.6981797087421	0.744393409344418
BRF2	11	10	7	5	9	15	4	7	2	16	9	10	4	1	5	7	7.4639203017967	7.39431666603954	4.99440441425235	3.98862379135937	8.56463834390545	10.7226481662335	6.15185206607086	5.21403666174848	1.65108804902963	8.45111768849603	8.02872930833843	9.20260318091203	2.76942993669413	1.24003477573031	6.74544927185526	5.21075386541092
BRI3	49	47	63	42	50	56	16	55	51	68	48	37	66	29	29	40	33.248372253458	34.7532883303858	44.9496397282712	33.5044398474187	47.5813241328081	40.0312198206051	24.6074082642834	40.967430913738	42.1027452502555	35.9172501761081	42.8198896444716	34.0496317693745	45.6955939554531	35.9610084961791	39.1236057767605	29.7757363737767
BRIP1	19	14	13	8	5	12	7	14	17	21	19	15	13	11	3	12	12.8922259758307	10.3520433324554	9.27532248361151	6.38179806617498	4.75813241328081	8.57811853298681	10.765741115624	10.428073323497	14.0342484167518	11.092091966151	16.9495396509367	13.8039047713681	9.00064729425591	13.6403825330335	4.04726956311315	8.93272091213301
BRIX1	107	91	149	122	107	165	68	93	86	148	113	101	143	77	66	129	72.6035883902043	67.2882816609598	106.309465389086	97.3224205091685	101.824033644209	117.949129828569	104.581485123205	69.2722013632298	70.996786108274	78.1728386185883	100.80515687136	92.9462921272115	99.007120236815	95.4826777312342	89.0399303884894	96.0267498054299
BRK1	831	723	848	696	672	950	295	795	736	1185	681	587	1033	439	494	875	563.865251890278	534.609094954659	605.036420469428	555.216431757224	639.49299634494	679.101050528123	453.699089872726	592.165592298577	607.600402042903	625.910903804237	607.507184330941	540.192806719536	715.205281151258	544.375266545608	666.450388059299	651.344233176365
BRMS1	7	9	7	10	10	7	2	15	16	14	11	7	12	8	7	17	4.74976746477972	6.65488499943558	4.99440441425235	7.97724758271873	9.51626482656161	5.00390247757564	3.07592603303543	11.1729357037467	13.208704392237	7.39472797743402	9.81289137685808	6.44182222663842	8.30828981008238	9.92027820584251	9.44362898059736	12.6546879588551
BRMS1L	11	10	11	12	10	12	4	13	4	13	7	3	8	4	3	13	7.4639203017967	7.39431666603954	7.84834979382512	9.57269709926248	9.51626482656161	8.57811853298681	6.15185206607086	9.68321094324717	3.30217609805926	6.86653312190302	6.24456723981878	2.76078095427361	5.53885987338825	4.96013910292126	4.04726956311315	9.67711432147743
BROX	30	40	35	35	27	34	22	25	22	39	19	28	30	14	13	37	20.3561462776274	29.5772666641581	24.9720220712618	27.9203665395156	25.6939150317164	24.304669176796	33.8351863633897	18.6215595062446	18.1619685393259	20.5995993657091	16.9495396509367	25.7672889065537	20.7707245252059	17.3604868602244	17.5381681068237	27.5425561457435
BRPF1	10	7	12	8	5	1	2	7	4	9	6	6	6	1	2	6	6.78538209254245	5.17602166622768	8.56183613871831	6.38179806617498	4.75813241328081	0.714843211082234	3.07592603303543	5.21403666174848	3.30217609805926	4.75375369977902	5.35248620555895	5.52156190854722	4.15414490504119	1.24003477573031	2.6981797087421	4.46636045606651
BRPF3	15	10	9	6	7	12	6	8	11	10	4	6	7	6	5	2	10.1780731388137	7.39431666603954	6.42137710403874	4.78634854963124	6.66138537859313	8.57811853298681	9.22777809910629	5.95889904199826	9.08098426966295	5.28194855531002	3.5683241370393	5.52156190854722	4.84650238921472	7.44020865438188	6.74544927185526	1.48878681868884
BRWD1	50	61	40	35	31	42	16	57	44	70	38	32	24	17	30	24	33.9269104627123	45.1053316628412	28.5394537957277	27.9203665395156	29.500420962341	30.0234148654538	24.6074082642834	42.4571556742376	36.3239370786518	36.9736398871701	33.8990793018734	29.4483301789185	16.6165796201648	21.0805911874153	40.4726956311315	17.865441824266
BRWD3	14	13	4	5	1	12	8	12	12	13	6	6	8	6	2	7	9.49953492955943	9.6126116658514	2.85394537957277	3.98862379135937	0.951626482656161	8.57811853298681	12.3037041321417	8.93834856299739	9.90652829417777	6.86653312190302	5.35248620555895	5.52156190854722	5.53885987338825	7.44020865438188	2.6981797087421	5.21075386541092
BSDC1	44	40	59	61	49	50	23	42	33	73	37	41	61	35	38	57	29.8556812071868	29.5772666641581	42.0956943486984	48.6612102545843	46.6296976501519	35.7421605541117	35.3731493799074	31.2842199704909	27.2429528089889	38.5582244537631	33.0069982676135	37.7306730417393	42.2338065345854	43.401217150561	51.2654144660999	42.4304243326318
BSG	54	40	62	36	49	50	18	34	44	52	38	50	62	29	22	57	36.6410632997292	29.5772666641581	44.236153383378	28.7180912977874	46.6296976501519	35.7421605541117	27.6833342973189	25.3253209284926	36.3239370786518	27.4661324876121	33.8990793018734	46.0130159045602	42.9261640187589	35.9610084961791	29.6799767961631	42.4304243326318
BSN-AS2	4	0	5	1	0	0	1	3	1	2	1	1	2	0	1	0	2.71415283701698	0	3.56743172446596	0.797724758271873	0	0	1.53796301651771	2.23458714074935	0.825544024514814	1.056389711062	0.892081034259825	0.920260318091203	1.38471496834706	0	1.34908985437105	0
BST1	10	9	9	4	6	4	1	5	4	9	6	3	7	5	8	8	6.78538209254245	6.65488499943558	6.42137710403874	3.19089903308749	5.70975889593697	2.85937284432894	1.53796301651771	3.72431190124891	3.30217609805926	4.75375369977902	5.35248620555895	2.76078095427361	4.84650238921472	6.20017387865157	10.7927188349684	5.95514727475534
BTAF1	25	20	15	11	12	25	10	29	25	19	19	19	19	12	8	9	16.9634552313561	14.7886333320791	10.7022951733979	8.7749723409906	11.4195177918739	17.8710802770559	15.3796301651771	21.6010090272437	20.6386006128703	10.035702255089	16.9495396509367	17.4849460437329	13.1547921992971	14.8804173087638	10.7927188349684	6.69954068409976
BTBD1	23	24	18	26	18	14	16	18	12	27	16	14	15	6	15	12	15.6063788128476	17.7463599984949	12.8427542080775	20.7408437150687	17.1292766878109	10.0078049551513	24.6074082642834	13.4075228444961	9.90652829417777	14.261261099337	14.2732965481572	12.8836444532768	10.385362262603	7.44020865438188	20.2363478155658	8.93272091213301
BTBD10	59	49	63	53	49	68	32	44	46	72	40	41	66	41	36	64	40.0337543460005	36.2321516635937	44.9496397282712	42.2794121884093	46.6296976501519	48.6093383535919	49.2148165285669	32.7739447309904	37.9750251276814	38.0300295982321	35.683241370393	37.7306730417393	45.6955939554531	50.8414258049429	48.5672347573578	47.6411781980427
BTBD2	4	0	3	3	2	1	1	5	2	1	0	0	1	1	1	1	2.71415283701698	0	2.14045903467958	2.39317427481562	1.90325296531232	0.714843211082234	1.53796301651771	3.72431190124891	1.65108804902963	0.528194855531002	0	0	0.692357484173531	1.24003477573031	1.34908985437105	0.744393409344418
BTBD3	5	8	3	4	6	3	1	4	2	8	2	2	4	2	3	4	3.39269104627123	5.91545333283163	2.14045903467958	3.19089903308749	5.70975889593697	2.1445296332467	1.53796301651771	2.97944952099913	1.65108804902963	4.22555884424801	1.78416206851965	1.84052063618241	2.76942993669413	2.48006955146063	4.04726956311315	2.97757363737767
BTBD6	30	20	21	18	9	27	13	20	16	23	14	13	16	15	10	9	20.3561462776274	14.7886333320791	14.9832132427571	14.3590456488937	8.56463834390545	19.3007666992203	19.9935192147303	14.8972476049956	13.208704392237	12.148481677213	12.4891344796376	11.9633841351856	11.0777197467765	18.6005216359547	13.4908985437105	6.69954068409976
BTBD7	28	26	21	21	17	25	8	31	20	26	22	16	16	11	6	19	18.9990698591189	19.2252233317028	14.9832132427571	16.7522199237093	16.1776502051547	17.8710802770559	12.3037041321417	23.0907337877433	16.5108804902963	13.733066243806	19.6257827537162	14.7241650894593	11.0777197467765	13.6403825330335	8.09453912622631	14.1434747775439
BTBD8	2	0	0	0	2	0	0	1	2	1	0	0	1	0	0	1	1.35707641850849	0	0	0	1.90325296531232	0	0	0.744862380249782	1.65108804902963	0.528194855531002	0	0	0.692357484173531	0	0	0.744393409344418
BTBD9	5	2	5	7	2	4	2	6	2	8	3	2	6	0	1	3	3.39269104627123	1.47886333320791	3.56743172446596	5.58407330790311	1.90325296531232	2.85937284432894	3.07592603303543	4.46917428149869	1.65108804902963	4.22555884424801	2.67624310277948	1.84052063618241	4.15414490504119	0	1.34908985437105	2.23318022803325
BTD	24	31	60	42	39	42	17	36	28	48	39	27	48	18	22	43	16.2849170221019	22.9223816647226	42.8091806935916	33.5044398474187	37.1134328235903	30.0234148654538	26.1453712808012	26.8150456889922	23.1152326864148	25.3533530654881	34.7911603361332	24.8470285884625	33.2331592403295	22.3206259631456	29.6799767961631	32.00891660181
BTF3	1995	1799	2056	1606	1566	2209	762	1772	1782	2681	1621	1548	2315	1215	1184	2008	1353.68372746222	1330.23756822051	1466.9279251004	1281.14596178463	1490.24707183955	1579.08865328066	1171.9278185865	1319.89613780261	1471.1194516854	1416.09040767862	1446.06335653518	1424.56297240518	1602.80757586173	1506.64225251233	1597.32238757532	1494.74196596359
BTF3L4	243	209	259	212	211	279	109	181	165	276	198	211	342	185	159	309	164.884784848782	154.541218320226	184.792963327337	169.117648753637	200.79318784045	199.441255891943	167.637968800431	134.820090825211	136.214764044944	145.781780126556	176.632044783445	194.174927117244	236.786259587348	229.406433510108	214.505286844997	230.017563487425
BTG1	41	42	32	23	37	55	12	26	46	50	21	16	37	23	21	35	27.8200665794241	31.0561299973661	22.8315630365822	18.3476694402531	35.210179858278	39.3163766095229	18.4555561982126	19.3664218864943	37.9750251276814	26.4097427765501	18.7337017194563	14.7241650894593	25.6172269144207	28.5207998417972	28.3308869417921	26.0537693270546
BTG2	22	17	19	19	7	16	5	17	14	17	8	6	14	5	9	19	14.9278406035934	12.5703383322672	13.5562405529707	15.1567704071656	6.66138537859313	11.4374913773158	7.68981508258857	12.6626604642463	11.5576163432074	8.97931254402703	7.1366482740786	5.52156190854722	9.69300477842944	6.20017387865157	12.1418086893395	14.1434747775439
BTG3	36	29	35	11	20	32	11	21	23	36	20	30	39	12	13	28	24.4273755331528	21.4435183315147	24.9720220712618	8.7749723409906	19.0325296531232	22.8749827546315	16.9175931816949	15.6421099852454	18.9875125638407	19.0150147991161	17.8416206851965	27.6078095427361	27.0019418827677	14.8804173087638	17.5381681068237	20.8430154616437
BTLA	3	1	3	0	0	0	0	2	0	4	0	1	0	2	3	0	2.03561462776274	0.739431666603954	2.14045903467958	0	0	0	0	1.48972476049956	0	2.11277942212401	0	0.920260318091203	0	2.48006955146063	4.04726956311315	0
BTN2A1	21	25	20	32	23	29	18	34	21	34	21	26	44	14	13	20	14.2493023943392	18.4857916650988	14.2697268978639	25.5271922646999	21.8874091010917	20.7304531213848	27.6833342973189	25.3253209284926	17.3364245148111	17.9586250880541	18.7337017194563	23.9267682703713	30.4637293036354	17.3604868602244	17.5381681068237	14.8878681868884
BTN2A2	16	12	15	5	5	14	2	7	9	12	6	7	11	7	6	8	10.8566113480679	8.87317999924744	10.7022951733979	3.98862379135937	4.75813241328081	10.0078049551513	3.07592603303543	5.21403666174848	7.42989622063333	6.33833826637202	5.35248620555895	6.44182222663842	7.61593232590885	8.6802434301122	8.09453912622631	5.95514727475534
BTN2A3P	1	0	5	2	1	2	0	2	0	1	0	1	4	0	0	1	0.678538209254245	0	3.56743172446596	1.59544951654375	0.951626482656161	1.42968642216447	0	1.48972476049956	0	0.528194855531002	0	0.920260318091203	2.76942993669413	0	0	0.744393409344418
BTN3A1	8	14	14	7	6	12	4	7	10	16	8	7	8	7	4	10	5.42830567403396	10.3520433324554	9.9888088285047	5.58407330790311	5.70975889593697	8.57811853298681	6.15185206607086	5.21403666174848	8.25544024514814	8.45111768849603	7.1366482740786	6.44182222663842	5.53885987338825	8.6802434301122	5.3963594174842	7.44393409344418
BTN3A2	18	15	17	10	11	13	4	21	10	22	9	10	15	5	7	11	12.2136877665764	11.0914749990593	12.1292678631843	7.97724758271873	10.4678913092178	9.29296174406905	6.15185206607086	15.6421099852454	8.25544024514814	11.620286821682	8.02872930833843	9.20260318091203	10.385362262603	6.20017387865157	9.44362898059736	8.18832750278859
BTN3A3	9	5	8	7	5	10	3	4	8	11	9	5	6	4	2	6	6.10684388328821	3.69715833301977	5.70789075914554	5.58407330790311	4.75813241328081	7.14843211082234	4.61388904955314	2.97944952099913	6.60435219611851	5.81014341084102	8.02872930833843	4.60130159045602	4.15414490504119	4.96013910292126	2.6981797087421	4.46636045606651
BTRC	26	7	9	11	9	13	7	15	11	19	16	10	15	14	8	15	17.6419934406104	5.17602166622768	6.42137710403874	8.7749723409906	8.56463834390545	9.29296174406905	10.765741115624	11.1729357037467	9.08098426966295	10.035702255089	14.2732965481572	9.20260318091203	10.385362262603	17.3604868602244	10.7927188349684	11.1659011401663
BUB3	118	120	151	130	111	152	52	106	118	191	104	113	172	67	88	148	80.067508692001	88.7317999924744	107.736438078872	103.704218575344	105.630539574834	108.6561680845	79.9740768589212	78.9554123064769	97.414194892748	100.885217406421	92.7764275630218	103.989415944306	119.085487277847	83.082329973931	118.719907184653	110.170224582974
BUD13	11	7	5	8	7	10	4	10	9	13	5	4	4	2	3	8	7.4639203017967	5.17602166622768	3.56743172446596	6.38179806617498	6.66138537859313	7.14843211082234	6.15185206607086	7.44862380249782	7.42989622063333	6.86653312190302	4.46040517129913	3.68104127236481	2.76942993669413	2.48006955146063	4.04726956311315	5.95514727475534
